DateOfIssuance,PointofOrigin,CountryCodeOfIssue,CouponNumber] ,CurrentCouponStatus,BookingClass,SoldBookingClass,SoldOperatingCabinClass,TripOD,OnlineOD,Sector,DepartureDate,DaysBeforeMonthEnd,OperatingCarrierCode,OperatingFlightNumber,DepartureDateTime,ArrivalDateTime,OperatingCabinClass,TripOD_DepartureDate,TripOD_Path,TripOD_Coupons,TripOD_FlightSequence,TripOD_CouponStatus,TripOD_OperatingCabinClass,TripOD_BookingClass,OnlineOD_DepartureDate,OnlineOD_Path,OnlineOD_Coupons,OnlineOD_FlightSequence,OnlineOD_CouponStatus,OnlineOD_OperatingCabinClass,OnlineOD_BookingClass,is_nonstop,PaxCount,NetRevenue,NetFare,Group/Individual,Age,Gender,Unique Identifier,Channel
3/16/27,PH,PH,17488,Ticketed,Y,Y,Economy,MNLYOW,MNLYZJ,MNLYZJ,4/29/27,4,PR,PR118,4/29/27 01:00:00,13:30:00,Economy/Y,4/29/27 01:00:00,MNLYZJYOW,17488,PR118-WS362,Ticketed,Economy/Y,Y,4/29/27 01:00:00,MNLYZJ,17488,PR118,Ticketed,Economy/Y,Y,1,1,1369$,1197$,Group,21,Male,793,Website
3/7/26,US,US,16664,Flown,X,X,Economy,JFKMNL,JFKMNL,JFKMNL,3/22/26,31,PR,PR127,3/22/26 04:45:00,18:00:00,Economy/X,3/22/26 04:45:00,JFKMNL,16664,PR127,Flown,Economy/X,X,3/22/26 04:45:00,JFKMNL,16664,PR127,Flown,Economy/X,X,1,1,721$,681$,Individual,46,Female,794,OTA
12/21/26,PH,PH,17509,Ticketed,L,L,Economy,MNLUSM,MNLBKK,MNLBKK,2/5/27,19,PR,PR730,2/5/27 22:15:00,2/6/27 01:45:00,Economy/L,2/5/27 22:15:00,MNLBKKUSM,17509,PR730-PG145,Ticketed,Economy/L,L,2/5/27 22:15:00,MNLBKK,17509,PR730,Ticketed,Economy/L,L,1,1,480$,409$,Individual,23,Female,795,Website
11/12/25,PH,PH,17215,Flown,N,N,Premium Economy,MNLFLL,MNLLAX,MNLLAX,4/13/26,20,PR,PR102,4/13/26 04:00:00,15:45:00,Premium Economy/N,4/13/26 04:00:00,MNLLAXFLL,17215,PR102-B6278,Flown,Premium Economy/N,N,4/13/26 04:00:00,MNLLAX,17215,PR102,Flown,Premium Economy/N,N,1,1,1836$,1751$,Group,37,Female,796,Website
4/3/27,PH,PH,17521,Ticketed,S,S,Economy,MNLLAX,MNLLAX,MNLLAX,9/18/27,12,PR,PR102,9/18/27 10:45:00,23:00:00,Economy/S,9/18/27 10:45:00,MNLLAX,17521,PR102,Ticketed,Economy/S,S,9/18/27 10:45:00,MNLLAX,17521,PR102,Ticketed,Economy/S,S,1,1,956$,840$,Individual,31,Male,797,Website
3/27/27,KR,KR,17626,Ticketed,B,B,Economy,ICNMNL,ICNMNL,ICNMNL,7/14/27,5,PR,PR467,7/14/27 18:45:00,23:15:00,Economy/B,7/14/27 18:45:00,ICNMNL,17626,PR467,Ticketed,Economy/B,B,7/14/27 18:45:00,ICNMNL,17626,PR467,Ticketed,Economy/B,B,1,1,333$,305$,Group,30,Male,798,Mobile App
3/23/25,PH,PH,16980,Flown,H,H,Economy,DVOSFO,DVOSFO,MNLSFO,6/28/25,13,PR,PR104,6/28/25 13:00:00,6/29/25 04:30:00,Economy/H,6/28/25 13:00:00,DVOMNLSFO,16980,2P2814-PR104,Flown,Economy/H,H,6/28/25 13:00:00,DVOMNLSFO,16980,2P2814-PR104,Flown,Economy/H,H,0,1,976$,878$,Group,42,Male,799,Website
9/24/27,PH,PH,17540,Ticketed,Y,Y,Economy,MNLICN,MNLICN,MNLICN,11/19/27,2,PR,PR468,11/19/27 18:30:00,23:15:00,Economy/Y,11/19/27 18:30:00,MNLICN,17540,PR468,Ticketed,Economy/Y,Y,11/19/27 18:30:00,MNLICN,17540,PR468,Ticketed,Economy/Y,Y,1,1,371$,350$,Individual,33,Male,800,OTA
1/20/26,PH,PH,17034,Flown,O,O,Economy,CEBBOS,CEBLAX,MNLLAX,2/11/26,3,PR,PR102,2/11/26 04:30:00,19:45:00,Economy/O,2/11/26 04:30:00,CEBMNLLAXBOS,17034,2P2812-PR102-B6888,Flown,Economy/O,O,2/11/26 04:30:00,CEBMNLLAX,17034,2P2812-PR102,Flown,Economy/O,O,0,1,1136$,1049$,Group,16,Female,801,Website
5/5/27,PH,PH,17828,Ticketed,B,B,Economy,DVOSFO,DVOSFO,MNLSFO,8/22/27,16,PR,PR104,8/22/27 15:30:00,8/23/27 03:00:00,Economy/B,8/22/27 15:30:00,DVOMNLSFO,17828,2P2814-PR104,Ticketed,Economy/B,B,8/22/27 15:30:00,DVOMNLSFO,17828,2P2814-PR104,Ticketed,Economy/B,B,0,1,1125$,997$,Group,41,Male,802,Website
12/2/26,PH,PH,17541,Unticketed,W,W,Premium Economy,MNLDXB,MNLDXB,MNLDXB,5/20/27,11,PR,PR658,5/20/27 05:00:00,14:45:00,Premium Economy/W,5/20/27 05:00:00,MNLDXB,17541,PR658,Unticketed,Premium Economy/W,W,5/20/27 05:00:00,MNLDXB,17541,PR658,Unticketed,Premium Economy/W,W,1,1,1454$,1282$,Individual,2,Female,803,GDS
5/14/25,US,US,16977,Ticketed,Y,Y,Economy,LAXMNL,LAXMNL,LAXMNL,6/19/25,24,PR,PR103,6/19/25 18:15:00,6/20/25 06:30:00,Economy/Y,6/19/25 18:15:00,LAXMNL,16977,PR103,Ticketed,Economy/Y,Y,6/19/25 18:15:00,LAXMNL,16977,PR103,Ticketed,Economy/Y,Y,1,1,1549$,1399$,Group,38,Female,804,Website
9/12/24,PH,PH,16503,Flown,V,V,Economy,MNLLAS,MNLLAX,MNLLAX,2/25/25,26,PR,PR102,2/25/25 04:00:00,18:30:00,Economy/V,2/25/25 04:00:00,MNLLAXLAS,16503,PR102-AA412,Flown,Economy/V,V,2/25/25 04:00:00,MNLLAX,16503,PR102,Flown,Economy/V,V,1,1,817$,761$,Group,9,Male,805,Website
7/29/27,PH,PH,17319,Ticketed,E,E,Economy,CEBSFO,CEBSFO,CEBMNL,9/6/27,15,2P,2P2812,9/6/27 08:00:00,20:30:00,Economy/E,9/6/27 08:00:00,CEBMNLSFO,17319,2P2812-PR104,Ticketed,Economy/E,E,9/6/27 08:00:00,CEBMNLSFO,17319,2P2812-PR104,Ticketed,Economy/E,E,0,1,1204$,1096$,Individual,17,Male,806,GDS
1/11/25,PH,PH,17198,Ticketed,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,7/9/25,22,PR,PR102,7/9/25 05:30:00,19:15:00,Economy/M,7/9/25 05:30:00,MNLLAXPHX,17198,PR102-AA1504,Ticketed,Economy/M,M,7/9/25 05:30:00,MNLLAX,17198,PR102,Ticketed,Economy/M,M,1,1,821$,727$,Group,23,Female,807,GDS
12/30/24,PH,PH,16819,Flown,Q,Q,Economy,MNLKIX,MNLKIX,MNLKIX,1/3/25,13,PR,PR412,1/3/25 08:00:00,11:30:00,Economy/Q,1/3/25 08:00:00,MNLKIX,16819,PR412,Flown,Economy/Q,Q,1/3/25 08:00:00,MNLKIX,16819,PR412,Flown,Economy/Q,Q,1,1,272$,256$,Individual,9,Male,808,GDS
11/12/27,PH,PH,17320,Ticketed,O,O,Economy,MNLDXB,MNLDXB,MNLDXB,11/27/27,28,PR,PR658,11/27/27 04:30:00,14:00:00,Economy/O,11/27/27 04:30:00,MNLDXB,17320,PR658,Ticketed,Economy/O,O,11/27/27 04:30:00,MNLDXB,17320,PR658,Ticketed,Economy/O,O,1,1,562$,482$,Group,29,Male,809,Mobile App
6/6/26,PH,PH,17355,Unticketed,B,B,Economy,MNLSEA,MNLSEA,MNLSEA,10/7/26,27,PR,PR124,10/7/26 10:15:00,22:45:00,Economy/B,10/7/26 10:15:00,MNLSEA,17355,PR124,Unticketed,Economy/B,B,10/7/26 10:15:00,MNLSEA,17355,PR124,Unticketed,Economy/B,B,1,1,1006$,904$,Individual,13,Male,810,Website
4/7/25,PH,PH,16841,Flown,J,J,Business,MNLLAS,MNLLAX,MNLLAX,5/26/25,2,PR,PR102,5/26/25 18:30:00,5/27/25 07:15:00,Business/J,5/26/25 18:30:00,MNLLAXLAS,16841,PR102-AA412,Flown,Business/J,J,5/26/25 18:30:00,MNLLAX,16841,PR102,Flown,Business/J,J,1,1,3320$,3169$,Individual,26,Male,811,OTA
9/8/25,PH,PH,16697,Ticketed,E,E,Economy,ILONRT,ILONRT,MNLNRT,11/1/25,18,PR,PR428,11/1/25 18:30:00,22:00:00,Economy/E,11/1/25 18:30:00,ILOMNLNRT,16697,2P2836-PR428,Ticketed,Economy/E,E,11/1/25 18:30:00,ILOMNLNRT,16697,2P2836-PR428,Ticketed,Economy/E,E,0,1,345$,320$,Individual,41,Female,812,OTA
10/9/25,PH,PH,16943,Flown,S,S,Economy,MNLCTS,MNLHND,MNLHND,10/22/25,31,PR,PR422,10/22/25 15:45:00,19:15:00,Economy/S,10/22/25 15:45:00,MNLHNDCTS,16943,PR422-NH51,Flown,Economy/S,S,10/22/25 15:45:00,MNLHND,16943,PR422,Flown,Economy/S,S,1,1,483$,462$,Group,51,Male,813,OTA
12/13/26,PH,PH,17505,Ticketed,B,B,Economy,MNLBOS,MNLLAX,MNLLAX,2/12/27,5,PR,PR102,2/12/27 22:45:00,2/13/27 15:15:00,Economy/B,2/12/27 22:45:00,MNLLAXBOS,17505,PR102-B6888,Ticketed,Economy/B,B,2/12/27 22:45:00,MNLLAX,17505,PR102,Ticketed,Economy/B,B,1,1,1012$,934$,Group,66,Female,814,OTA
12/16/25,PH,PH,17291,Flown,K,K,Economy,MNLPEN,MNLKUL,MNLKUL,3/31/26,29,PR,PR525,3/31/26 10:45:00,12:45:00,Economy/K,3/31/26 10:45:00,MNLKULPEN,17291,PR525-MH1140,Flown,Economy/K,K,3/31/26 10:45:00,MNLKUL,17291,PR525,Flown,Economy/K,K,1,1,495$,423$,Group,63,Male,815,Website
7/18/26,PH,PH,17655,Ticketed,H,H,Economy,MNLFUK,MNLHND,MNLHND,11/27/26,22,PR,PR422,11/27/26 22:30:00,11/28/26 01:30:00,Economy/H,11/27/26 22:30:00,MNLHNDFUK,17655,PR422-NH243,Ticketed,Economy/H,H,11/27/26 22:30:00,MNLHND,17655,PR422,Ticketed,Economy/H,H,1,1,434$,391$,Group,17,Female,816,Website
5/21/25,PH,PH,16999,Flown,Q,Q,Economy,MNLFUK,MNLHND,MNLHND,10/21/25,15,PR,PR422,10/21/25 01:15:00,06:00:00,Economy/Q,10/21/25 01:15:00,MNLHNDFUK,16999,PR422-NH243,Flown,Economy/Q,Q,10/21/25 01:15:00,MNLHND,16999,PR422,Flown,Economy/Q,Q,1,1,197$,185$,Individual,24,Female,817,OTA
5/26/25,PH,PH,16582,Flown,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,6/5/25,4,PR,PR102,6/5/25 05:30:00,17:15:00,Economy/M,6/5/25 05:30:00,MNLLAXPHX,16582,PR102-AA1504,Flown,Economy/M,M,6/5/25 05:30:00,MNLLAX,16582,PR102,Flown,Economy/M,M,1,1,1386$,1188$,Group,43,Male,818,Website
3/6/25,PH,PH,16637,Ticketed,H,H,Economy,MNLBKK,MNLBKK,MNLBKK,5/25/25,10,PR,PR730,5/25/25 15:15:00,19:15:00,Economy/H,5/25/25 15:15:00,MNLBKK,16637,PR730,Ticketed,Economy/H,H,5/25/25 15:15:00,MNLBKK,16637,PR730,Ticketed,Economy/H,H,1,1,509$,466$,Individual,41,Male,819,OTA
8/7/27,PH,PH,17911,Ticketed,E,E,Economy,MNLPEN,MNLKUL,MNLKUL,10/30/27,13,PR,PR525,10/30/27 13:00:00,15:00:00,Economy/E,10/30/27 13:00:00,MNLKULPEN,17911,PR525-MH1140,Ticketed,Economy/E,E,10/30/27 13:00:00,MNLKUL,17911,PR525,Ticketed,Economy/E,E,1,1,520$,442$,Individual,30,Female,820,Website
4/11/27,PH,PH,17992,Ticketed,C,C,Business,MNLSFO,MNLSFO,MNLSFO,6/14/27,5,PR,PR104,6/14/27 05:00:00,17:15:00,Business/C,6/14/27 05:00:00,MNLSFO,17992,PR104,Ticketed,Business/C,C,6/14/27 05:00:00,MNLSFO,17992,PR104,Ticketed,Business/C,C,1,1,6244$,5647$,Individual,29,Male,821,Website
4/26/26,PH,PH,17601,Unticketed,U,U,Economy,MNLDOH,MNLDOH,MNLDOH,10/2/26,18,PR,PR684,10/2/26 13:30:00,21:45:00,Economy/U,10/2/26 13:30:00,MNLDOH,17601,PR684,Unticketed,Economy/U,U,10/2/26 13:30:00,MNLDOH,17601,PR684,Unticketed,Economy/U,U,1,1,869$,819$,Group,21,Female,822,Website
5/5/26,US,US,17312,Flown,H,H,Economy,DFWMNL,LAXMNL,LAXMNL,6/28/26,17,PR,PR103,6/28/26 13:00:00,6/29/26 05:30:00,Economy/H,6/28/26 13:00:00,DFWLAXMNL,17312,PR103-AA2340,Flown,Economy/H,H,6/28/26 13:00:00,LAXMNL,17312,PR103,Flown,Economy/H,H,1,1,1053$,957$,Individual,17,Male,823,Mobile App
6/30/25,PH,PH,16731,Ticketed,O,O,Economy,MNLYYC,MNLYVR,MNLYVR,12/19/25,14,PR,PR116,12/19/25 15:30:00,12/20/25 08:15:00,Economy/O,12/19/25 15:30:00,MNLYVRYYC,16731,PR116-WS124,Ticketed,Economy/O,O,12/19/25 15:30:00,MNLYVR,16731,PR116,Ticketed,Economy/O,O,1,1,867$,802$,Group,25,Male,824,Website
8/15/25,US,US,17221,Flown,X,X,Economy,JFKMNL,JFKMNL,JFKMNL,10/19/25,24,PR,PR127,10/19/25 13:45:00,10/20/25 00:45:00,Economy/X,10/19/25 13:45:00,JFKMNL,17221,PR127,Flown,Economy/X,X,10/19/25 13:45:00,JFKMNL,17221,PR127,Flown,Economy/X,X,1,1,822$,703$,Individual,48,Male,825,Website
4/19/26,AU,AU,17219,Flown,K,K,Economy,SYDMNL,SYDMNL,SYDMNL,6/20/26,23,PR,PR212,6/20/26 05:00:00,14:15:00,Economy/K,6/20/26 05:00:00,SYDMNL,17219,PR212,Flown,Economy/K,K,6/20/26 05:00:00,SYDMNL,17219,PR212,Flown,Economy/K,K,1,1,793$,705$,Individual,36,Female,826,Website
4/21/26,PH,PH,17934,Ticketed,U,U,Economy,MNLAUS,MNLSFO,MNLSFO,8/18/26,8,PR,PR104,8/18/26 18:15:00,8/19/26 11:00:00,Economy/U,8/18/26 18:15:00,MNLSFOAUS,17934,PR104-B6652,Ticketed,Economy/U,U,8/18/26 18:15:00,MNLSFO,17934,PR104,Ticketed,Economy/U,U,1,1,977$,831$,Individual,47,Male,827,Mobile App
9/29/26,US,US,17686,Ticketed,Q,Q,Economy,SFOMNL,SFOMNL,SFOMNL,10/6/26,6,PR,PR105,10/6/26 05:45:00,22:15:00,Economy/Q,10/6/26 05:45:00,SFOMNL,17686,PR105,Ticketed,Economy/Q,Q,10/6/26 05:45:00,SFOMNL,17686,PR105,Ticketed,Economy/Q,Q,1,1,1012$,895$,Group,18,Male,828,Website
12/13/26,PH,PH,17502,Ticketed,B,B,Economy,MNLBOS,MNLLAX,MNLLAX,2/12/27,5,PR,PR102,2/12/27 22:45:00,2/13/27 15:15:00,Economy/B,2/12/27 22:45:00,MNLLAXBOS,17502,PR102-B6888,Ticketed,Economy/B,B,2/12/27 22:45:00,MNLLAX,17502,PR102,Ticketed,Economy/B,B,1,1,1012$,934$,Group,45,Female,829,OTA
11/1/24,PH,PH,17309,Ticketed,M,M,Economy,MNLYUL,MNLYVR,MNLYVR,3/19/25,10,PR,PR116,3/19/25 08:30:00,21:30:00,Economy/M,3/19/25 08:30:00,MNLYVRYUL,17309,PR116-WS542,Ticketed,Economy/M,M,3/19/25 08:30:00,MNLYVR,17309,PR116,Ticketed,Economy/M,M,1,1,1356$,1237$,Individual,24,Male,830,Website
8/14/26,PH,PH,17919,Ticketed,V,V,Economy,MNLMCO,MNLJFK,MNLJFK,12/20/26,9,PR,PR126,12/20/26 08:15:00,12/21/26 01:00:00,Economy/V,12/20/26 08:15:00,MNLJFKMCO,17919,PR126-B6181,Ticketed,Economy/V,V,12/20/26 08:15:00,MNLJFK,17919,PR126,Ticketed,Economy/V,V,1,1,1109$,1062$,Group,46,Female,831,Call Center
8/14/26,PH,PH,17919,Ticketed,V,V,Economy,MNLMCO,MNLJFK,MNLJFK,12/20/26,9,PR,PR126,12/20/26 08:15:00,12/21/26 01:00:00,Economy/V,12/20/26 08:15:00,MNLJFKMCO,17919,PR126-B6181,Ticketed,Economy/V,V,12/20/26 08:15:00,MNLJFK,17919,PR126,Ticketed,Economy/V,V,1,1,1109$,1062$,Group,32,Female,832,Call Center
12/6/25,US,US,16914,Exchanged,B,B,Economy,DFWMNL,LAXMNL,LAXMNL,2/14/26,4,PR,PR103,2/14/26 15:45:00,2/15/26 06:00:00,Economy/B,2/14/26 15:45:00,DFWLAXMNL,16914,PR103-AA2340,Exchanged,Economy/B,B,2/14/26 15:45:00,LAXMNL,16914,PR103,Exchanged,Economy/B,B,1,1,892$,785$,Individual,69,Male,833,Website
6/26/26,PH,PH,17401,Unticketed,U,U,Economy,MNLMCO,MNLJFK,MNLJFK,11/12/26,9,PR,PR126,11/12/26 05:30:00,17:45:00,Economy/U,11/12/26 05:30:00,MNLJFKMCO,17401,PR126-B6181,Unticketed,Economy/U,U,11/12/26 05:30:00,MNLJFK,17401,PR126,Unticketed,Economy/U,U,1,1,786$,741$,Individual,51,Male,834,GDS
3/29/25,PH,PH,16967,Ticketed,X,X,Economy,MNLYYC,MNLYVR,MNLYVR,9/10/25,22,PR,PR116,9/10/25 15:30:00,9/11/25 04:45:00,Economy/X,9/10/25 15:30:00,MNLYVRYYC,16967,PR116-WS124,Ticketed,Economy/X,X,9/10/25 15:30:00,MNLYVR,16967,PR116,Ticketed,Economy/X,X,1,1,1520$,1400$,Individual,34,Female,835,Mobile App
6/30/25,PH,PH,16728,Ticketed,O,O,Economy,MNLYYC,MNLYVR,MNLYVR,12/19/25,14,PR,PR116,12/19/25 15:30:00,12/20/25 08:15:00,Economy/O,12/19/25 15:30:00,MNLYVRYYC,16728,PR116-WS124,Ticketed,Economy/O,O,12/19/25 15:30:00,MNLYVR,16728,PR116,Ticketed,Economy/O,O,1,1,867$,802$,Group,55,Female,836,Website
12/3/25,KR,KR,17146,Flown,O,O,Economy,ICNMNL,ICNMNL,ICNMNL,4/16/26,22,PR,PR467,4/16/26 04:00:00,07:00:00,Economy/O,4/16/26 04:00:00,ICNMNL,17146,PR467,Flown,Economy/O,O,4/16/26 04:00:00,ICNMNL,17146,PR467,Flown,Economy/O,O,1,1,562$,484$,Individual,29,Male,837,Website
12/1/26,PH,PH,17325,Ticketed,B,B,Economy,CEBLAX,CEBLAX,CEBMNL,5/30/27,28,2P,2P2812,5/30/27 13:00:00,5/31/27 04:15:00,Economy/B,5/30/27 13:00:00,CEBMNLLAX,17325,2P2812-PR102,Ticketed,Economy/B,B,5/30/27 13:00:00,CEBMNLLAX,17325,2P2812-PR102,Ticketed,Economy/B,B,0,1,768$,658$,Group,25,Female,838,Website
3/5/26,JP,JP,16514,Flown,E,E,Economy,NRTMNL,NRTMNL,NRTMNL,6/3/26,6,PR,PR427,6/3/26 04:15:00,07:45:00,Economy/E,6/3/26 04:15:00,NRTMNL,16514,PR427,Flown,Economy/E,E,6/3/26 04:15:00,NRTMNL,16514,PR427,Flown,Economy/E,E,1,1,467$,404$,Individual,39,Male,839,OTA
3/12/27,PH,PH,18085,Ticketed,J,J,Business,CEBBOS,CEBLAX,CEBMNL,8/17/27,22,2P,2P2812,8/17/27 15:45:00,8/18/27 08:00:00,Business/J,8/17/27 15:45:00,CEBMNLLAXBOS,18085,2P2812-PR102-B6888,Ticketed,Business/J,J,8/17/27 15:45:00,CEBMNLLAX,18085,2P2812-PR102,Ticketed,Business/J,J,0,1,4161$,3824$,Individual,23,Female,840,GDS
3/4/26,PH,PH,17032,Exchanged,C,C,Business,CEBJFK,CEBJFK,CEBMNL,6/18/26,24,2P,2P2812,6/18/26 05:15:00,16:30:00,Business/C,6/18/26 05:15:00,CEBMNLJFK,17032,2P2812-PR126,Exchanged,Business/C,C,6/18/26 05:15:00,CEBMNLJFK,17032,2P2812-PR126,Exchanged,Business/C,C,0,1,4487$,3830$,Individual,41,Male,841,OTA
4/24/25,JP,PH,16907,Flown,K,K,Economy,NRTMNL,NRTMNL,NRTMNL,5/21/25,26,PR,PR427,5/21/25 20:00:00,23:00:00,Economy/K,5/21/25 20:00:00,NRTMNL,16907,PR427,Flown,Economy/K,K,5/21/25 20:00:00,NRTMNL,16907,PR427,Flown,Economy/K,K,1,1,259$,234$,Group,28,Female,842,OTA
2/4/25,PH,PH,16716,Flown,T,T,Economy,MNLSYD,MNLSYD,MNLSYD,6/18/25,3,PR,PR211,6/18/25 18:00:00,6/19/25 00:45:00,Economy/T,6/18/25 18:00:00,MNLSYD,16716,PR211,Flown,Economy/T,T,6/18/25 18:00:00,MNLSYD,16716,PR211,Flown,Economy/T,T,1,1,1011$,910$,Individual,41,Female,843,Ticket Office
2/7/25,PH,PH,17283,Ticketed,K,K,Economy,MNLMEL,MNLMEL,MNLMEL,6/25/25,12,PR,PR209,6/25/25 01:00:00,07:45:00,Economy/K,6/25/25 01:00:00,MNLMEL,17283,PR209,Ticketed,Economy/K,K,6/25/25 01:00:00,MNLMEL,17283,PR209,Ticketed,Economy/K,K,1,1,905$,807$,Individual,41,Male,844,Mobile App
3/29/25,PH,PH,17145,Flown,N,N,Premium Economy,MNLDCA,MNLJFK,MNLJFK,4/5/25,30,PR,PR126,4/5/25 18:15:00,4/6/25 06:45:00,Premium Economy/N,4/5/25 18:15:00,MNLJKFDCA,17145,PR126-AA2101,Flown,Premium Economy/N,N,4/5/25 18:15:00,MNLJFK,17145,PR126,Flown,Premium Economy/N,N,1,1,2616$,2290$,Individual,14,Female,845,Mobile App
10/10/25,CA,CA,16504,Flown,O,O,Economy,YVRMNL,YVRMNL,YVRMNL,2/4/26,5,PR,PR117,2/4/26 10:45:00,2/5/26 03:30:00,Economy/O,2/4/26 10:45:00,YVRMNL,16504,PR117,Flown,Economy/O,O,2/4/26 10:45:00,YVRMNL,16504,PR117,Flown,Economy/O,O,1,1,912$,844$,Individual,22,Male,846,GDS
9/18/24,PH,PH,16619,Flown,L,L,Economy,MNLFUK,MNLHND,MNLHND,2/1/25,11,PR,PR422,2/1/25 08:45:00,12:30:00,Economy/L,2/1/25 08:45:00,MNLHNDFUK,16619,PR422-NH243,Flown,Economy/L,L,2/1/25 08:45:00,MNLHND,16619,PR422,Flown,Economy/L,L,1,1,283$,260$,Individual,41,Male,847,OTA
12/11/25,PH,PH,16822,Ticketed,E,E,Economy,MNLKOA,MNLHNL,MNLHNL,3/3/26,4,PR,PR100,3/3/26 10:00:00,19:30:00,Economy/E,3/3/26 10:00:00,MNLHNLKOA,16822,PR100-HA148,Ticketed,Economy/E,E,3/3/26 10:00:00,MNLHNL,16822,PR100,Ticketed,Economy/E,E,1,1,801$,707$,Individual,48,Male,848,Website
9/15/25,PH,PH,16758,Flown,K,K,Economy,MNLTPE,MNLTPE,MNLTPE,10/2/25,10,PR,PR890,10/2/25 05:45:00,09:30:00,Economy/K,10/2/25 05:45:00,MNLTPE,16758,PR890,Flown,Economy/K,K,10/2/25 05:45:00,MNLTPE,16758,PR890,Flown,Economy/K,K,1,1,490$,427$,Individual,25,Male,849,Website
12/23/26,PH,PH,17482,Ticketed,B,B,Economy,DVODFW,DVOLAX,MNLLAX,2/14/27,6,PR,PR102,2/14/27 10:45:00,2/15/27 03:30:00,Economy/B,2/14/27 10:45:00,DVOMNLLAXDFW,17482,2P2814-PR102-AA2341,Ticketed,Economy/B,B,2/14/27 10:45:00,DVOMNLLAX,17482,2P2814-PR102,Ticketed,Economy/B,B,0,1,1085$,967$,Group,19,Female,850,Mobile App
8/2/25,CA,CA,16718,Flown,M,M,Economy,YVRMNL,YVRMNL,YVRMNL,11/12/25,19,PR,PR117,11/12/25 10:00:00,11/13/25 02:15:00,Economy/M,11/12/25 10:00:00,YVRMNL,16718,PR117,Flown,Economy/M,M,11/12/25 10:00:00,YVRMNL,16718,PR117,Flown,Economy/M,M,1,1,757$,724$,Individual,42,Male,851,Website
7/27/25,US,US,16738,Flown,L,L,Economy,LAXMNL,LAXMNL,LAXMNL,10/9/25,30,PR,PR103,10/9/25 01:45:00,13:45:00,Economy/L,10/9/25 01:45:00,LAXMNL,16738,PR103,Flown,Economy/L,L,10/9/25 01:45:00,LAXMNL,16738,PR103,Flown,Economy/L,L,1,1,832$,748$,Group,38,Male,852,Website
3/28/27,PH,PH,17591,Ticketed,Q,Q,Economy,MNLYVR,MNLYVR,MNLYVR,5/27/27,2,PR,PR116,5/27/27 08:30:00,23:15:00,Economy/Q,5/27/27 08:30:00,MNLYVR,17591,PR116,Ticketed,Economy/Q,Q,5/27/27 08:30:00,MNLYVR,17591,PR116,Ticketed,Economy/Q,Q,1,1,1288$,1172$,Individual,64,Male,853,Website
10/24/26,US,PH,17990,Ticketed,L,L,Economy,SFOMNL,SFOMNL,SFOMNL,2/16/27,25,PR,PR105,2/16/27 18:45:00,2/17/27 07:00:00,Economy/L,2/16/27 18:45:00,SFOMNL,17990,PR105,Ticketed,Economy/L,L,2/16/27 18:45:00,SFOMNL,17990,PR105,Ticketed,Economy/L,L,1,1,1166$,1039$,Group,43,Male,854,Website
6/24/27,PH,PH,17802,Ticketed,N,N,Premium Economy,MNLAUS,MNLSFO,MNLSFO,10/15/27,16,PR,PR104,10/15/27 01:45:00,13:15:00,Premium Economy/N,10/15/27 01:45:00,MNLSFOAUS,17802,PR104-B6652,Ticketed,Premium Economy/N,N,10/15/27 01:45:00,MNLSFO,17802,PR104,Ticketed,Premium Economy/N,N,1,1,1915$,1746$,Group,35,Male,855,OTA
11/20/24,PH,PH,17220,Flown,Q,Q,Economy,MNLDOH,MNLDOH,MNLDOH,4/8/25,9,PR,PR684,4/8/25 20:15:00,4/9/25 04:30:00,Economy/Q,4/8/25 20:15:00,MNLDOH,17220,PR684,Flown,Economy/Q,Q,4/8/25 20:15:00,MNLDOH,17220,PR684,Flown,Economy/Q,Q,1,1,509$,477$,Individual,18,Female,856,OTA
9/12/24,PH,PH,16503,Flown,V,V,Economy,MNLLAS,MNLLAX,MNLLAX,2/25/25,26,PR,PR102,2/25/25 04:00:00,18:30:00,Economy/V,2/25/25 04:00:00,MNLLAXLAS,16503,PR102-AA412,Flown,Economy/V,V,2/25/25 04:00:00,MNLLAX,16503,PR102,Flown,Economy/V,V,1,1,817$,761$,Group,12,Male,857,Website
3/19/25,PH,PH,17092,Ticketed,E,E,Economy,MNLKIX,MNLKIX,MNLKIX,6/1/25,10,PR,PR412,6/1/25 01:30:00,05:30:00,Economy/E,6/1/25 01:30:00,MNLKIX,17092,PR412,Ticketed,Economy/E,E,6/1/25 01:30:00,MNLKIX,17092,PR412,Ticketed,Economy/E,E,1,1,453$,410$,Individual,70,Male,858,Website
1/27/25,PH,PH,17164,Flown,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,3/4/25,15,PR,PR102,3/4/25 22:00:00,3/5/25 10:15:00,Economy/M,3/4/25 22:00:00,MNLLAXPHX,17164,PR102-AA1504,Flown,Economy/M,M,3/4/25 22:00:00,MNLLAX,17164,PR102,Flown,Economy/M,M,1,1,1290$,1194$,Individual,45,Female,859,OTA
